Date,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67
2013-08-23,8389.0,8397.5,8395.5,8404.5,8411.5,8397.5,8407.5,8409.5,8443.0,8402.0,8401.5,8397.5,8477.0,8482.5,8484.5,8487.0,8482.5,8508.0,8522.0,8525.5,8513.0,8506.0,8521.5,8520.0,8536.5,8532.0,8520.0,8499.5,8505.0,8506.5,8509.0,8523.5,8525.0,8525.0,8535.0,8531.0,8532.5,8531.5,8529.5,8540.0,8453.0,8394.5,8383.0,8367.5,8380.5,8557.0,8531.0,8510.0,8388.5,8374.5,8448.5,8464.0,8470.0,8553.5,8548.0,8473.5,8492.5,8446.0,8408.5,8401.5,8070.0,7959.5,8185.5,8364.5,8477.5,8380.5,8374.5,8548.0
2013-08-26,8487.0,8482.5,8508.0,8522.0,8525.5,8513.0,8506.0,8521.5,8520.0,8536.5,8532.0,8520.0,8499.5,8505.0,8506.5,8509.0,8523.5,8525.0,8525.0,8535.0,8531.0,8532.5,8531.5,8529.5,8540.0,8534.5,8542.0,8522.0,8510.0,8509.0,8509.0,8512.0,8527.0,8545.0,8542.5,8544.0,8550.0,8544.5,8545.0,8522.0,8394.5,8383.0,8367.5,8380.5,8557.0,8531.0,8510.0,8388.5,8374.5,8448.5,8464.0,8470.0,8553.5,8548.0,8473.5,8492.5,8446.0,8408.5,8401.5,8532.0,8070.0,7959.5,8185.5,8364.5,8477.5,8380.5,8374.5,8548.0
2013-08-27,8509.0,8523.5,8525.0,8525.0,8535.0,8531.0,8532.5,8531.5,8529.5,8540.0,8534.5,8542.0,8522.0,8510.0,8509.0,8509.0,8512.0,8527.0,8545.0,8542.5,8544.0,8550.0,8544.5,8545.0,8522.0,8519.5,8503.5,8449.5,8425.0,8418.5,8420.0,8414.5,8372.0,8385.5,8367.5,8346.0,8352.5,8342.0,8320.0,8315.5,8383.0,8367.5,8380.5,8557.0,8531.0,8510.0,8388.5,8374.5,8448.5,8464.0,8470.0,8553.5,8548.0,8473.5,8492.5,8446.0,8408.5,8401.5,8532.0,8534.5,8070.0,7959.5,8185.5,8364.5,8477.5,8380.5,8374.5,8548.0
2013-08-28,8509.0,8512.0,8527.0,8545.0,8542.5,8544.0,8550.0,8544.5,8545.0,8522.0,8519.5,8503.5,8449.5,8425.0,8418.5,8420.0,8414.5,8372.0,8385.5,8367.5,8346.0,8352.5,8342.0,8320.0,8315.5,8317.5,8313.5,8325.5,8308.0,8269.5,8266.5,8241.0,8226.0,8242.0,8272.0,8275.0,8285.5,8272.0,8255.0,8255.0,8367.5,8380.5,8557.0,8531.0,8510.0,8388.5,8374.5,8448.5,8464.0,8470.0,8553.5,8548.0,8473.5,8492.5,8446.0,8408.5,8401.5,8532.0,8534.5,8519.5,8070.0,7959.5,8185.5,8364.5,8477.5,8380.5,8374.5,8548.0
2013-08-29,8420.0,8414.5,8372.0,8385.5,8367.5,8346.0,8352.5,8342.0,8320.0,8315.5,8317.5,8313.5,8325.5,8308.0,8269.5,8266.5,8241.0,8226.0,8242.0,8272.0,8275.0,8285.5,8272.0,8255.0,8255.0,8256.5,8296.0,8297.0,8298.0,8293.0,8280.5,8294.0,8271.5,8273.0,8303.0,8297.0,8287.0,8272.5,8285.5,8275.5,8380.5,8557.0,8531.0,8510.0,8388.5,8374.5,8448.5,8464.0,8470.0,8553.5,8548.0,8473.5,8492.5,8446.0,8408.5,8401.5,8532.0,8534.5,8519.5,8317.5,8070.0,7959.5,8185.5,8364.5,8477.5,8380.5,8374.5,8548.0
2013-08-30,8266.5,8241.0,8226.0,8242.0,8272.0,8275.0,8285.5,8272.0,8255.0,8255.0,8256.5,8296.0,8297.0,8298.0,8293.0,8280.5,8294.0,8271.5,8273.0,8303.0,8297.0,8287.0,8272.5,8285.5,8275.5,8280.5,8310.5,8268.0,8251.0,8263.0,8270.0,8251.5,8248.0,8253.0,8223.5,8222.5,8223.5,8222.0,8223.5,8197.5,8557.0,8531.0,8510.0,8388.5,8374.5,8448.5,8464.0,8470.0,8553.5,8548.0,8473.5,8492.5,8446.0,8408.5,8401.5,8532.0,8534.5,8519.5,8317.5,8256.5,7959.5,8185.5,8364.5,8477.5,8380.5,8374.5,8548.0,8401.5
2013-09-02,8280.5,8294.0,8271.5,8273.0,8303.0,8297.0,8287.0,8272.5,8285.5,8275.5,8280.5,8310.5,8268.0,8251.0,8263.0,8270.0,8251.5,8248.0,8253.0,8223.5,8222.5,8223.5,8222.0,8223.5,8197.5,8215.0,8310.0,8333.5,8353.5,8342.5,8348.0,8368.5,8364.0,8347.5,8351.5,8349.5,8351.0,8350.5,8350.0,8344.5,8531.0,8510.0,8388.5,8374.5,8448.5,8464.0,8470.0,8553.5,8548.0,8473.5,8492.5,8446.0,8408.5,8401.5,8532.0,8534.5,8519.5,8317.5,8256.5,8280.5,7959.5,8185.5,8364.5,8477.5,8380.5,8374.5,8548.0,8401.5
2013-09-03,8270.0,8251.5,8248.0,8253.0,8223.5,8222.5,8223.5,8222.0,8223.5,8197.5,8215.0,8310.0,8333.5,8353.5,8342.5,8348.0,8368.5,8364.0,8347.5,8351.5,8349.5,8351.0,8350.5,8350.0,8344.5,8343.0,8379.5,8356.0,8261.0,8299.0,8337.0,8329.5,8336.0,8318.0,8324.5,8287.5,8269.0,8263.0,8285.0,8287.5,8510.0,8388.5,8374.5,8448.5,8464.0,8470.0,8553.5,8548.0,8473.5,8492.5,8446.0,8408.5,8401.5,8532.0,8534.5,8519.5,8317.5,8256.5,8280.5,8215.0,7959.5,8185.5,8364.5,8477.5,8380.5,8374.5,8548.0,8401.5
2013-09-04,8348.0,8368.5,8364.0,8347.5,8351.5,8349.5,8351.0,8350.5,8350.0,8344.5,8343.0,8379.5,8356.0,8261.0,8299.0,8337.0,8329.5,8336.0,8318.0,8324.5,8287.5,8269.0,8263.0,8285.0,8287.5,8289.5,8304.5,8278.5,8261.5,8249.0,8258.5,8237.0,8219.0,8255.0,8293.0,8325.0,8308.0,8302.5,8310.0,8308.0,8388.5,8374.5,8448.5,8464.0,8470.0,8553.5,8548.0,8473.5,8492.5,8446.0,8408.5,8401.5,8532.0,8534.5,8519.5,8317.5,8256.5,8280.5,8215.0,8343.0,7959.5,8185.5,8364.5,8477.5,8380.5,8374.5,8548.0,8401.5
2013-09-05,8337.0,8329.5,8336.0,8318.0,8324.5,8287.5,8269.0,8263.0,8285.0,8287.5,8289.5,8304.5,8278.5,8261.5,8249.0,8258.5,8237.0,8219.0,8255.0,8293.0,8325.0,8308.0,8302.5,8310.0,8308.0,8316.5,8319.5,8352.0,8298.0,8291.0,8331.5,8314.5,8336.0,8329.5,8335.5,8342.0,8341.5,8344.0,8344.0,8339.5,8374.5,8448.5,8464.0,8470.0,8553.5,8548.0,8473.5,8492.5,8446.0,8408.5,8401.5,8532.0,8534.5,8519.5,8317.5,8256.5,8280.5,8215.0,8343.0,8289.5,7959.5,8185.5,8364.5,8477.5,8380.5,8374.5,8548.0,8401.5
2013-09-06,8258.5,8237.0,8219.0,8255.0,8293.0,8325.0,8308.0,8302.5,8310.0,8308.0,8316.5,8319.5,8352.0,8298.0,8291.0,8331.5,8314.5,8336.0,8329.5,8335.5,8342.0,8341.5,8344.0,8344.0,8339.5,8343.5,8326.5,8320.5,8328.5,8327.5,8332.5,8333.0,8399.0,8328.0,8355.0,8368.0,8364.0,8377.0,8376.0,8363.5,8448.5,8464.0,8470.0,8553.5,8548.0,8473.5,8492.5,8446.0,8408.5,8401.5,8532.0,8534.5,8519.5,8317.5,8256.5,8280.5,8215.0,8343.0,8289.5,8316.5,8185.5,8364.5,8477.5,8380.5,8374.5,8548.0,8401.5,8256.5
2013-09-09,8331.5,8314.5,8336.0,8329.5,8335.5,8342.0,8341.5,8344.0,8344.0,8339.5,8343.5,8326.5,8320.5,8328.5,8327.5,8332.5,8333.0,8399.0,8328.0,8355.0,8368.0,8364.0,8377.0,8376.0,8363.5,8364.5,8386.5,8377.0,8388.5,8378.5,8381.0,8387.5,8377.5,8399.5,8380.5,8392.5,8395.5,8403.0,8414.5,8418.0,8464.0,8470.0,8553.5,8548.0,8473.5,8492.5,8446.0,8408.5,8401.5,8532.0,8534.5,8519.5,8317.5,8256.5,8280.5,8215.0,8343.0,8289.5,8316.5,8343.5,8185.5,8364.5,8477.5,8380.5,8374.5,8548.0,8401.5,8256.5
2013-09-10,8332.5,8333.0,8399.0,8328.0,8355.0,8368.0,8364.0,8377.0,8376.0,8363.5,8364.5,8386.5,8377.0,8388.5,8378.5,8381.0,8387.5,8377.5,8399.5,8380.5,8392.5,8395.5,8403.0,8414.5,8418.0,8420.0,8459.0,8498.0,8509.0,8528.0,8532.0,8550.5,8545.0,8551.5,8563.5,8553.5,8556.5,8567.5,8563.5,8580.0,8470.0,8553.5,8548.0,8473.5,8492.5,8446.0,8408.5,8401.5,8532.0,8534.5,8519.5,8317.5,8256.5,8280.5,8215.0,8343.0,8289.5,8316.5,8343.5,8364.5,8185.5,8364.5,8477.5,8380.5,8374.5,8548.0,8401.5,8256.5
2013-09-11,8381.0,8387.5,8377.5,8399.5,8380.5,8392.5,8395.5,8403.0,8414.5,8418.0,8420.0,8459.0,8498.0,8509.0,8528.0,8532.0,8550.5,8545.0,8551.5,8563.5,8553.5,8556.5,8567.5,8563.5,8580.0,8581.5,8564.0,8576.0,8593.5,8586.5,8606.5,8591.5,8600.5,8593.5,8593.5,8609.5,8608.5,8606.5,8608.0,8608.5,8553.5,8548.0,8473.5,8492.5,8446.0,8408.5,8401.5,8532.0,8534.5,8519.5,8317.5,8256.5,8280.5,8215.0,8343.0,8289.5,8316.5,8343.5,8364.5,8420.0,8185.5,8364.5,8477.5,8380.5,8374.5,8548.0,8401.5,8256.5
2013-09-12,8532.0,8550.5,8545.0,8551.5,8563.5,8553.5,8556.5,8567.5,8563.5,8580.0,8581.5,8564.0,8576.0,8593.5,8586.5,8606.5,8591.5,8600.5,8593.5,8593.5,8609.5,8608.5,8606.5,8608.0,8608.5,8616.0,8604.0,8611.0,8597.5,8582.5,8599.5,8614.0,8613.5,8601.5,8617.0,8602.0,8592.5,8605.0,8603.5,8593.5,8548.0,8473.5,8492.5,8446.0,8408.5,8401.5,8532.0,8534.5,8519.5,8317.5,8256.5,8280.5,8215.0,8343.0,8289.5,8316.5,8343.5,8364.5,8420.0,8581.5,8185.5,8364.5,8477.5,8380.5,8374.5,8548.0,8401.5,8256.5
2013-09-13,8606.5,8591.5,8600.5,8593.5,8593.5,8609.5,8608.5,8606.5,8608.0,8608.5,8616.0,8604.0,8611.0,8597.5,8582.5,8599.5,8614.0,8613.5,8601.5,8617.0,8602.0,8592.5,8605.0,8603.5,8593.5,8589.5,8587.5,8587.0,8579.5,8591.5,8594.5,8614.5,8610.0,8626.5,8604.0,8615.0,8613.0,8616.5,8618.0,8613.0,8473.5,8492.5,8446.0,8408.5,8401.5,8532.0,8534.5,8519.5,8317.5,8256.5,8280.5,8215.0,8343.0,8289.5,8316.5,8343.5,8364.5,8420.0,8581.5,8616.0,8364.5,8477.5,8380.5,8374.5,8548.0,8401.5,8256.5,8316.5
2013-09-16,8599.5,8614.0,8613.5,8601.5,8617.0,8602.0,8592.5,8605.0,8603.5,8593.5,8589.5,8587.5,8587.0,8579.5,8591.5,8594.5,8614.5,8610.0,8626.5,8604.0,8615.0,8613.0,8616.5,8618.0,8613.0,8624.5,8717.5,8716.5,8719.0,8711.0,8724.0,8726.0,8724.0,8715.5,8714.5,8723.5,8725.0,8716.5,8716.5,8718.5,8492.5,8446.0,8408.5,8401.5,8532.0,8534.5,8519.5,8317.5,8256.5,8280.5,8215.0,8343.0,8289.5,8316.5,8343.5,8364.5,8420.0,8581.5,8616.0,8589.5,8364.5,8477.5,8380.5,8374.5,8548.0,8401.5,8256.5,8316.5
2013-09-17,8594.5,8614.5,8610.0,8626.5,8604.0,8615.0,8613.0,8616.5,8618.0,8613.0,8624.5,8717.5,8716.5,8719.0,8711.0,8724.0,8726.0,8724.0,8715.5,8714.5,8723.5,8725.0,8716.5,8716.5,8718.5,8714.5,8707.5,8701.0,8713.0,8709.5,8705.0,8710.0,8707.0,8717.5,8718.0,8709.5,8718.5,8723.0,8725.5,8731.5,8446.0,8408.5,8401.5,8532.0,8534.5,8519.5,8317.5,8256.5,8280.5,8215.0,8343.0,8289.5,8316.5,8343.5,8364.5,8420.0,8581.5,8616.0,8589.5,8624.5,8364.5,8477.5,8380.5,8374.5,8548.0,8401.5,8256.5,8316.5
2013-09-18,8724.0,8726.0,8724.0,8715.5,8714.5,8723.5,8725.0,8716.5,8716.5,8718.5,8714.5,8707.5,8701.0,8713.0,8709.5,8705.0,8710.0,8707.0,8717.5,8718.0,8709.5,8718.5,8723.0,8725.5,8731.5,8727.5,8729.0,8717.5,8734.5,8749.5,8749.5,8743.5,8730.5,8735.5,8725.5,8739.0,8743.0,8747.0,8845.5,8850.5,8408.5,8401.5,8532.0,8534.5,8519.5,8317.5,8256.5,8280.5,8215.0,8343.0,8289.5,8316.5,8343.5,8364.5,8420.0,8581.5,8616.0,8589.5,8624.5,8714.5,8364.5,8477.5,8380.5,8374.5,8548.0,8401.5,8256.5,8316.5
2013-09-19,8705.0,8710.0,8707.0,8717.5,8718.0,8709.5,8718.5,8723.0,8725.5,8731.5,8727.5,8729.0,8717.5,8734.5,8749.5,8749.5,8743.5,8730.5,8735.5,8725.5,8739.0,8743.0,8747.0,8845.5,8850.5,8858.5,8853.0,8876.5,8847.5,8845.5,8845.5,8835.5,8828.5,8793.0,8792.0,8805.0,8804.0,8798.5,8789.5,8793.5,8401.5,8532.0,8534.5,8519.5,8317.5,8256.5,8280.5,8215.0,8343.0,8289.5,8316.5,8343.5,8364.5,8420.0,8581.5,8616.0,8589.5,8624.5,8714.5,8727.5,8364.5,8477.5,8380.5,8374.5,8548.0,8401.5,8256.5,8316.5
2013-09-20,8749.5,8743.5,8730.5,8735.5,8725.5,8739.0,8743.0,8747.0,8845.5,8850.5,8858.5,8853.0,8876.5,8847.5,8845.5,8845.5,8835.5,8828.5,8793.0,8792.0,8805.0,8804.0,8798.5,8789.5,8793.5,8791.0,8789.5,8794.5,8797.0,8816.0,8814.0,8801.0,8795.0,8789.0,8787.0,8790.0,8785.5,8775.5,8785.0,8773.5,8532.0,8534.5,8519.5,8317.5,8256.5,8280.5,8215.0,8343.0,8289.5,8316.5,8343.5,8364.5,8420.0,8581.5,8616.0,8589.5,8624.5,8714.5,8727.5,8858.5,8477.5,8380.5,8374.5,8548.0,8401.5,8256.5,8316.5,8616.0
2013-09-23,8845.5,8835.5,8828.5,8793.0,8792.0,8805.0,8804.0,8798.5,8789.5,8793.5,8791.0,8789.5,8794.5,8797.0,8816.0,8814.0,8801.0,8795.0,8789.0,8787.0,8790.0,8785.5,8775.5,8785.0,8773.5,8766.0,8789.5,8771.0,8798.0,8778.5,8772.5,8757.5,8748.0,8741.0,8738.0,8744.0,8755.0,8754.0,8755.5,8750.5,8534.5,8519.5,8317.5,8256.5,8280.5,8215.0,8343.0,8289.5,8316.5,8343.5,8364.5,8420.0,8581.5,8616.0,8589.5,8624.5,8714.5,8727.5,8858.5,8791.0,8477.5,8380.5,8374.5,8548.0,8401.5,8256.5,8316.5,8616.0
