Date,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67
2014-02-21,9703.5,9698.5,9734.0,9743.0,9768.5,9751.0,9710.5,9726.5,9717.5,9672.0,9675.5,9629.0,9626.5,9643.0,9645.5,9634.5,9628.5,9633.5,9631.5,9685.5,9704.5,9696.5,9695.5,9703.5,9710.5,9707.5,9752.5,9707.5,9710.5,9709.5,9717.0,9724.0,9718.5,9722.0,9740.0,9749.5,9738.5,9729.0,9723.5,9720.5,9743.0,9438.0,9431.5,9543.5,9386.5,9501.5,9379.0,9194.5,9242.0,9224.5,9363.5,9433.0,9389.0,9591.0,9636.5,9726.0,9750.5,9746.5,9742.0,9675.5,9381.5,9598.0,9496.5,9547.5,9831.0,9743.0,9501.5,9363.5
2014-02-24,9634.5,9628.5,9633.5,9631.5,9685.5,9704.5,9696.5,9695.5,9703.5,9710.5,9707.5,9752.5,9707.5,9710.5,9709.5,9717.0,9724.0,9718.5,9722.0,9740.0,9749.5,9738.5,9729.0,9723.5,9720.5,9715.0,9713.5,9732.5,9757.5,9733.0,9751.0,9746.5,9743.0,9766.0,9757.5,9809.0,9815.5,9806.5,9810.5,9796.5,9438.0,9431.5,9543.5,9386.5,9501.5,9379.0,9194.5,9242.0,9224.5,9363.5,9433.0,9389.0,9591.0,9636.5,9726.0,9750.5,9746.5,9742.0,9675.5,9707.5,9598.0,9496.5,9547.5,9831.0,9743.0,9501.5,9363.5,9726.0
2014-02-25,9717.0,9724.0,9718.5,9722.0,9740.0,9749.5,9738.5,9729.0,9723.5,9720.5,9715.0,9713.5,9732.5,9757.5,9733.0,9751.0,9746.5,9743.0,9766.0,9757.5,9809.0,9815.5,9806.5,9810.5,9796.5,9792.5,9790.0,9755.5,9760.5,9757.0,9757.0,9753.5,9764.5,9735.0,9765.5,9777.5,9779.0,9774.5,9764.5,9757.5,9431.5,9543.5,9386.5,9501.5,9379.0,9194.5,9242.0,9224.5,9363.5,9433.0,9389.0,9591.0,9636.5,9726.0,9750.5,9746.5,9742.0,9675.5,9707.5,9715.0,9598.0,9496.5,9547.5,9831.0,9743.0,9501.5,9363.5,9726.0
2014-02-26,9751.0,9746.5,9743.0,9766.0,9757.5,9809.0,9815.5,9806.5,9810.5,9796.5,9792.5,9790.0,9755.5,9760.5,9757.0,9757.0,9753.5,9764.5,9735.0,9765.5,9777.5,9779.0,9774.5,9764.5,9757.5,9760.5,9803.5,9784.5,9766.5,9776.5,9767.5,9755.5,9754.5,9709.0,9755.5,9743.0,9753.5,9753.0,9724.5,9730.5,9543.5,9386.5,9501.5,9379.0,9194.5,9242.0,9224.5,9363.5,9433.0,9389.0,9591.0,9636.5,9726.0,9750.5,9746.5,9742.0,9675.5,9707.5,9715.0,9792.5,9598.0,9496.5,9547.5,9831.0,9743.0,9501.5,9363.5,9726.0
2014-02-27,9757.0,9753.5,9764.5,9735.0,9765.5,9777.5,9779.0,9774.5,9764.5,9757.5,9760.5,9803.5,9784.5,9766.5,9776.5,9767.5,9755.5,9754.5,9709.0,9755.5,9743.0,9753.5,9753.0,9724.5,9730.5,9735.0,9753.5,9733.5,9663.5,9612.5,9598.0,9622.0,9651.0,9628.5,9663.0,9668.0,9663.5,9691.0,9683.0,9684.0,9386.5,9501.5,9379.0,9194.5,9242.0,9224.5,9363.5,9433.0,9389.0,9591.0,9636.5,9726.0,9750.5,9746.5,9742.0,9675.5,9707.5,9715.0,9792.5,9760.5,9598.0,9496.5,9547.5,9831.0,9743.0,9501.5,9363.5,9726.0
2014-02-28,9767.5,9755.5,9754.5,9709.0,9755.5,9743.0,9753.5,9753.0,9724.5,9730.5,9735.0,9753.5,9733.5,9663.5,9612.5,9598.0,9622.0,9651.0,9628.5,9663.0,9668.0,9663.5,9691.0,9683.0,9684.0,9698.0,9695.0,9711.5,9687.5,9698.0,9667.5,9679.0,9695.5,9734.0,9748.0,9780.5,9777.5,9771.0,9747.0,9726.0,9501.5,9379.0,9194.5,9242.0,9224.5,9363.5,9433.0,9389.0,9591.0,9636.5,9726.0,9750.5,9746.5,9742.0,9675.5,9707.5,9715.0,9792.5,9760.5,9735.0,9598.0,9496.5,9547.5,9831.0,9743.0,9501.5,9363.5,9726.0
2014-03-03,9598.0,9622.0,9651.0,9628.5,9663.0,9668.0,9663.5,9691.0,9683.0,9684.0,9698.0,9695.0,9711.5,9687.5,9698.0,9667.5,9679.0,9695.5,9734.0,9748.0,9780.5,9777.5,9771.0,9747.0,9726.0,9737.0,9543.0,9597.0,9562.5,9549.5,9489.5,9515.0,9493.5,9523.5,9493.5,9439.5,9428.0,9444.0,9453.0,9434.5,9379.0,9194.5,9242.0,9224.5,9363.5,9433.0,9389.0,9591.0,9636.5,9726.0,9750.5,9746.5,9742.0,9675.5,9707.5,9715.0,9792.5,9760.5,9735.0,9698.0,9496.5,9547.5,9831.0,9743.0,9501.5,9363.5,9726.0,9707.5
2014-03-04,9667.5,9679.0,9695.5,9734.0,9748.0,9780.5,9777.5,9771.0,9747.0,9726.0,9737.0,9543.0,9597.0,9562.5,9549.5,9489.5,9515.0,9493.5,9523.5,9493.5,9439.5,9428.0,9444.0,9453.0,9434.5,9438.0,9544.5,9524.0,9539.0,9584.5,9647.0,9654.5,9646.0,9663.5,9660.0,9665.5,9664.5,9646.5,9649.0,9656.5,9194.5,9242.0,9224.5,9363.5,9433.0,9389.0,9591.0,9636.5,9726.0,9750.5,9746.5,9742.0,9675.5,9707.5,9715.0,9792.5,9760.5,9735.0,9698.0,9737.0,9496.5,9547.5,9831.0,9743.0,9501.5,9363.5,9726.0,9707.5
2014-03-05,9489.5,9515.0,9493.5,9523.5,9493.5,9439.5,9428.0,9444.0,9453.0,9434.5,9438.0,9544.5,9524.0,9539.0,9584.5,9647.0,9654.5,9646.0,9663.5,9660.0,9665.5,9664.5,9646.5,9649.0,9656.5,9650.5,9652.5,9684.5,9655.0,9654.5,9650.5,9660.0,9658.5,9661.0,9647.0,9631.5,9631.0,9624.0,9627.0,9634.5,9242.0,9224.5,9363.5,9433.0,9389.0,9591.0,9636.5,9726.0,9750.5,9746.5,9742.0,9675.5,9707.5,9715.0,9792.5,9760.5,9735.0,9698.0,9737.0,9438.0,9496.5,9547.5,9831.0,9743.0,9501.5,9363.5,9726.0,9707.5
2014-03-06,9647.0,9654.5,9646.0,9663.5,9660.0,9665.5,9664.5,9646.5,9649.0,9656.5,9650.5,9652.5,9684.5,9655.0,9654.5,9650.5,9660.0,9658.5,9661.0,9647.0,9631.5,9631.0,9624.0,9627.0,9634.5,9638.5,9675.0,9672.0,9659.0,9651.0,9661.0,9650.5,9616.0,9636.0,9631.5,9631.5,9631.0,9613.5,9618.0,9612.5,9224.5,9363.5,9433.0,9389.0,9591.0,9636.5,9726.0,9750.5,9746.5,9742.0,9675.5,9707.5,9715.0,9792.5,9760.5,9735.0,9698.0,9737.0,9438.0,9650.5,9496.5,9547.5,9831.0,9743.0,9501.5,9363.5,9726.0,9707.5
2014-03-07,9650.5,9660.0,9658.5,9661.0,9647.0,9631.5,9631.0,9624.0,9627.0,9634.5,9638.5,9675.0,9672.0,9659.0,9651.0,9661.0,9650.5,9616.0,9636.0,9631.5,9631.5,9631.0,9613.5,9618.0,9612.5,9616.5,9623.0,9564.5,9557.5,9555.0,9582.5,9567.0,9609.5,9505.5,9490.0,9464.0,9477.5,9467.5,9469.5,9479.5,9363.5,9433.0,9389.0,9591.0,9636.5,9726.0,9750.5,9746.5,9742.0,9675.5,9707.5,9715.0,9792.5,9760.5,9735.0,9698.0,9737.0,9438.0,9650.5,9638.5,9496.5,9547.5,9831.0,9743.0,9501.5,9363.5,9726.0,9707.5
2014-03-10,9661.0,9650.5,9616.0,9636.0,9631.5,9631.5,9631.0,9613.5,9618.0,9612.5,9616.5,9623.0,9564.5,9557.5,9555.0,9582.5,9567.0,9609.5,9505.5,9490.0,9464.0,9477.5,9467.5,9469.5,9479.5,9481.5,9399.0,9421.0,9435.0,9432.5,9414.0,9409.0,9400.5,9322.5,9342.5,9351.0,9354.0,9366.5,9379.5,9388.5,9433.0,9389.0,9591.0,9636.5,9726.0,9750.5,9746.5,9742.0,9675.5,9707.5,9715.0,9792.5,9760.5,9735.0,9698.0,9737.0,9438.0,9650.5,9638.5,9616.5,9547.5,9831.0,9743.0,9501.5,9363.5,9726.0,9707.5,9698.0
2014-03-11,9582.5,9567.0,9609.5,9505.5,9490.0,9464.0,9477.5,9467.5,9469.5,9479.5,9481.5,9399.0,9421.0,9435.0,9432.5,9414.0,9409.0,9400.5,9322.5,9342.5,9351.0,9354.0,9366.5,9379.5,9388.5,9391.5,9385.5,9378.0,9365.0,9367.0,9379.5,9395.5,9392.5,9452.5,9430.5,9402.0,9391.0,9380.5,9381.0,9376.5,9389.0,9591.0,9636.5,9726.0,9750.5,9746.5,9742.0,9675.5,9707.5,9715.0,9792.5,9760.5,9735.0,9698.0,9737.0,9438.0,9650.5,9638.5,9616.5,9481.5,9547.5,9831.0,9743.0,9501.5,9363.5,9726.0,9707.5,9698.0
2014-03-12,9414.0,9409.0,9400.5,9322.5,9342.5,9351.0,9354.0,9366.5,9379.5,9388.5,9391.5,9385.5,9378.0,9365.0,9367.0,9379.5,9395.5,9392.5,9452.5,9430.5,9402.0,9391.0,9380.5,9381.0,9376.5,9376.5,9340.0,9323.5,9293.0,9267.5,9283.0,9261.5,9247.5,9269.5,9295.0,9283.0,9282.0,9285.0,9292.5,9301.5,9591.0,9636.5,9726.0,9750.5,9746.5,9742.0,9675.5,9707.5,9715.0,9792.5,9760.5,9735.0,9698.0,9737.0,9438.0,9650.5,9638.5,9616.5,9481.5,9391.5,9547.5,9831.0,9743.0,9501.5,9363.5,9726.0,9707.5,9698.0
2014-03-13,9379.5,9395.5,9392.5,9452.5,9430.5,9402.0,9391.0,9380.5,9381.0,9376.5,9376.5,9340.0,9323.5,9293.0,9267.5,9283.0,9261.5,9247.5,9269.5,9295.0,9283.0,9282.0,9285.0,9292.5,9301.5,9303.0,9302.0,9281.5,9299.0,9290.0,9293.0,9294.0,9282.5,9230.5,9190.0,9093.0,9058.5,9044.0,9039.0,9046.5,9636.5,9726.0,9750.5,9746.5,9742.0,9675.5,9707.5,9715.0,9792.5,9760.5,9735.0,9698.0,9737.0,9438.0,9650.5,9638.5,9616.5,9481.5,9391.5,9376.5,9547.5,9831.0,9743.0,9501.5,9363.5,9726.0,9707.5,9698.0
2014-03-14,9283.0,9261.5,9247.5,9269.5,9295.0,9283.0,9282.0,9285.0,9292.5,9301.5,9303.0,9302.0,9281.5,9299.0,9290.0,9293.0,9294.0,9282.5,9230.5,9190.0,9093.0,9058.5,9044.0,9039.0,9046.5,9049.0,9014.5,9020.5,9068.0,9076.5,9047.5,9052.5,9098.0,9108.5,9167.5,9144.5,9133.5,9128.5,9126.0,9122.0,9726.0,9750.5,9746.5,9742.0,9675.5,9707.5,9715.0,9792.5,9760.5,9735.0,9698.0,9737.0,9438.0,9650.5,9638.5,9616.5,9481.5,9391.5,9376.5,9303.0,9547.5,9831.0,9743.0,9501.5,9363.5,9726.0,9707.5,9698.0
2014-03-17,9293.0,9294.0,9282.5,9230.5,9190.0,9093.0,9058.5,9044.0,9039.0,9046.5,9049.0,9014.5,9020.5,9068.0,9076.5,9047.5,9052.5,9098.0,9108.5,9167.5,9144.5,9133.5,9128.5,9126.0,9122.0,9132.5,9162.0,9203.0,9200.5,9198.5,9204.0,9204.5,9243.5,9239.0,9256.0,9266.5,9259.0,9277.0,9275.0,9281.0,9750.5,9746.5,9742.0,9675.5,9707.5,9715.0,9792.5,9760.5,9735.0,9698.0,9737.0,9438.0,9650.5,9638.5,9616.5,9481.5,9391.5,9376.5,9303.0,9049.0,9831.0,9743.0,9501.5,9363.5,9726.0,9707.5,9698.0,9616.5
2014-03-18,9047.5,9052.5,9098.0,9108.5,9167.5,9144.5,9133.5,9128.5,9126.0,9122.0,9132.5,9162.0,9203.0,9200.5,9198.5,9204.0,9204.5,9243.5,9239.0,9256.0,9266.5,9259.0,9277.0,9275.0,9281.0,9279.5,9254.5,9213.5,9211.5,9229.5,9315.5,9339.0,9337.5,9359.0,9333.5,9333.0,9354.5,9358.5,9351.0,9342.5,9746.5,9742.0,9675.5,9707.5,9715.0,9792.5,9760.5,9735.0,9698.0,9737.0,9438.0,9650.5,9638.5,9616.5,9481.5,9391.5,9376.5,9303.0,9049.0,9132.5,9831.0,9743.0,9501.5,9363.5,9726.0,9707.5,9698.0,9616.5
