Date,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67
2016-02-19,9296.5,9313.0,9322.0,9329.5,9392.0,9362.5,9384.0,9390.5,9401.5,9404.0,9409.5,9424.0,9352.0,9410.0,9471.5,9521.5,9527.5,9522.0,9494.0,9499.0,9468.0,9466.5,9444.5,9476.0,9444.5,9446.5,9450.5,9471.0,9473.5,9412.0,9361.0,9406.0,9378.5,9362.5,9347.0,9382.0,9387.0,9375.5,9366.0,9379.5,9579.5,9826.5,9674.5,9870.5,9762.5,9668.0,9836.5,9763.5,9500.5,9525.5,9388.0,9248.5,9000.0,8904.0,8932.5,8842.0,8993.5,9196.5,9199.5,9409.5,10558.5,10702.5,10367.0,9907.5,9530.5,9674.5,9763.5,9000.0
2016-02-22,9521.5,9527.5,9522.0,9494.0,9499.0,9468.0,9466.5,9444.5,9476.0,9444.5,9446.5,9450.5,9471.0,9473.5,9412.0,9361.0,9406.0,9378.5,9362.5,9347.0,9382.0,9387.0,9375.5,9366.0,9379.5,9382.5,9486.5,9525.5,9576.5,9579.0,9575.5,9545.5,9571.5,9556.5,9554.0,9563.0,9569.0,9582.5,9568.0,9565.0,9826.5,9674.5,9870.5,9762.5,9668.0,9836.5,9763.5,9500.5,9525.5,9388.0,9248.5,9000.0,8904.0,8932.5,8842.0,8993.5,9196.5,9199.5,9409.5,9446.5,10558.5,10702.5,10367.0,9907.5,9530.5,9674.5,9763.5,9000.0
2016-02-23,9361.0,9406.0,9378.5,9362.5,9347.0,9382.0,9387.0,9375.5,9366.0,9379.5,9382.5,9486.5,9525.5,9576.5,9579.0,9575.5,9545.5,9571.5,9556.5,9554.0,9563.0,9569.0,9582.5,9568.0,9565.0,9581.5,9501.0,9519.5,9493.0,9484.5,9497.0,9494.5,9524.5,9527.0,9452.0,9440.0,9425.0,9411.5,9414.0,9413.5,9674.5,9870.5,9762.5,9668.0,9836.5,9763.5,9500.5,9525.5,9388.0,9248.5,9000.0,8904.0,8932.5,8842.0,8993.5,9196.5,9199.5,9409.5,9446.5,9382.5,10558.5,10702.5,10367.0,9907.5,9530.5,9674.5,9763.5,9000.0
2016-02-24,9575.5,9545.5,9571.5,9556.5,9554.0,9563.0,9569.0,9582.5,9568.0,9565.0,9581.5,9501.0,9519.5,9493.0,9484.5,9497.0,9494.5,9524.5,9527.0,9452.0,9440.0,9425.0,9411.5,9414.0,9413.5,9405.0,9419.5,9350.5,9252.0,9194.0,9185.5,9213.0,9202.5,9145.0,9163.5,9214.0,9216.5,9222.0,9265.0,9299.0,9870.5,9762.5,9668.0,9836.5,9763.5,9500.5,9525.5,9388.0,9248.5,9000.0,8904.0,8932.5,8842.0,8993.5,9196.5,9199.5,9409.5,9446.5,9382.5,9581.5,10702.5,10367.0,9907.5,9530.5,9674.5,9763.5,9000.0,9196.5
2016-02-25,9497.0,9494.5,9524.5,9527.0,9452.0,9440.0,9425.0,9411.5,9414.0,9413.5,9405.0,9419.5,9350.5,9252.0,9194.0,9185.5,9213.0,9202.5,9145.0,9163.5,9214.0,9216.5,9222.0,9265.0,9299.0,9302.5,9256.5,9212.5,9239.5,9262.5,9293.0,9316.0,9332.5,9356.5,9344.5,9329.5,9341.0,9379.5,9360.0,9390.0,9762.5,9668.0,9836.5,9763.5,9500.5,9525.5,9388.0,9248.5,9000.0,8904.0,8932.5,8842.0,8993.5,9196.5,9199.5,9409.5,9446.5,9382.5,9581.5,9405.0,10702.5,10367.0,9907.5,9530.5,9674.5,9763.5,9000.0,9196.5
2016-02-26,9185.5,9213.0,9202.5,9145.0,9163.5,9214.0,9216.5,9222.0,9265.0,9299.0,9302.5,9256.5,9212.5,9239.5,9262.5,9293.0,9316.0,9332.5,9356.5,9344.5,9329.5,9341.0,9379.5,9360.0,9390.0,9402.5,9452.0,9528.5,9563.5,9533.5,9493.5,9446.5,9531.5,9514.5,9528.0,9522.0,9532.0,9497.5,9488.0,9498.0,9668.0,9836.5,9763.5,9500.5,9525.5,9388.0,9248.5,9000.0,8904.0,8932.5,8842.0,8993.5,9196.5,9199.5,9409.5,9446.5,9382.5,9581.5,9405.0,9302.5,10702.5,10367.0,9907.5,9530.5,9674.5,9763.5,9000.0,9196.5
2016-02-29,9293.0,9316.0,9332.5,9356.5,9344.5,9329.5,9341.0,9379.5,9360.0,9390.0,9402.5,9452.0,9528.5,9563.5,9533.5,9493.5,9446.5,9531.5,9514.5,9528.0,9522.0,9532.0,9497.5,9488.0,9498.0,9487.0,9422.5,9363.5,9361.0,9366.5,9414.0,9410.5,9444.5,9423.0,9437.0,9495.0,9476.5,9461.5,9426.5,9420.0,9836.5,9763.5,9500.5,9525.5,9388.0,9248.5,9000.0,8904.0,8932.5,8842.0,8993.5,9196.5,9199.5,9409.5,9446.5,9382.5,9581.5,9405.0,9302.5,9402.5,10702.5,10367.0,9907.5,9530.5,9674.5,9763.5,9000.0,9196.5
2016-03-01,9493.5,9446.5,9531.5,9514.5,9528.0,9522.0,9532.0,9497.5,9488.0,9498.0,9487.0,9422.5,9363.5,9361.0,9366.5,9414.0,9410.5,9444.5,9423.0,9437.0,9495.0,9476.5,9461.5,9426.5,9420.0,9409.0,9489.0,9620.5,9617.0,9644.5,9646.0,9641.5,9620.0,9637.5,9685.0,9749.5,9758.0,9759.0,9762.0,9765.5,9763.5,9500.5,9525.5,9388.0,9248.5,9000.0,8904.0,8932.5,8842.0,8993.5,9196.5,9199.5,9409.5,9446.5,9382.5,9581.5,9405.0,9302.5,9402.5,9487.0,10702.5,10367.0,9907.5,9530.5,9674.5,9763.5,9000.0,9196.5
2016-03-02,9414.0,9410.5,9444.5,9423.0,9437.0,9495.0,9476.5,9461.5,9426.5,9420.0,9409.0,9489.0,9620.5,9617.0,9644.5,9646.0,9641.5,9620.0,9637.5,9685.0,9749.5,9758.0,9759.0,9762.0,9765.5,9771.5,9789.0,9836.0,9737.0,9726.5,9752.5,9762.0,9732.5,9703.5,9736.5,9763.5,9765.0,9774.5,9771.0,9778.0,9500.5,9525.5,9388.0,9248.5,9000.0,8904.0,8932.5,8842.0,8993.5,9196.5,9199.5,9409.5,9446.5,9382.5,9581.5,9405.0,9302.5,9402.5,9487.0,9409.0,10367.0,9907.5,9530.5,9674.5,9763.5,9000.0,9196.5,9581.5
2016-03-03,9646.0,9641.5,9620.0,9637.5,9685.0,9749.5,9758.0,9759.0,9762.0,9765.5,9771.5,9789.0,9836.0,9737.0,9726.5,9752.5,9762.0,9732.5,9703.5,9736.5,9763.5,9765.0,9774.5,9771.0,9778.0,9784.0,9800.5,9728.5,9784.0,9786.0,9767.0,9750.5,9769.0,9749.5,9761.5,9748.0,9765.0,9777.0,9788.0,9789.0,9525.5,9388.0,9248.5,9000.0,8904.0,8932.5,8842.0,8993.5,9196.5,9199.5,9409.5,9446.5,9382.5,9581.5,9405.0,9302.5,9402.5,9487.0,9409.0,9771.5,10367.0,9907.5,9530.5,9674.5,9763.5,9000.0,9196.5,9581.5
