Iteration,trainAccuracy,trainCoverage,trainReward,trainLong%,trainShort%,trainLongAcc,trainShortAcc,trainLongPrec,trainShortPrec,validationAccuracy,validationCoverage,validationReward,validationLong%,validationShort%,validationLongAcc,validationShortAcc,validLongPrec,validShortPrec,testAccuracy,testCoverage,testReward,testLong%,testShort%,testLongAcc,testShortAcc,testLongPrec,testShortPrec
0,0.5392051557465092,0.6465277777777778,0.57085815384722,0.28541666666666665,0.3611111111111111,0.5401459854014599,0.5384615384615384,0.29132791327913277,0.3997050147492625,0.3939393939393939,0.4583333333333333,-0.11844847678779444,0.3194444444444444,0.1388888888888889,0.45652173913043476,0.25,0.25316455696202533,0.08064516129032258,0.46153846153846156,0.4513888888888889,0.02654740500816931,0.2569444444444444,0.19444444444444445,0.4594594594594595,0.4642857142857143,0.20481927710843373,0.21311475409836064
1,0.6591676040494938,0.6173611111111111,3.1171813723439117,0.3194444444444444,0.29791666666666666,0.6543478260869565,0.6643356643356644,0.3997289972899729,0.40412979351032446,0.43103448275862066,0.8055555555555556,-0.18224250777332784,0.3125,0.4930555555555556,0.5111111111111111,0.38028169014084506,0.27848101265822783,0.41935483870967744,0.5094339622641509,0.7361111111111112,0.02336215099058325,0.2222222222222222,0.5138888888888888,0.59375,0.47297297297297297,0.2289156626506024,0.5737704918032787
2,0.7235772357723578,0.6833333333333333,4.717368630863757,0.3597222222222222,0.3236111111111111,0.7239382239382239,0.723175965665236,0.497289972899729,0.48672566371681414,0.46564885496183206,0.9097222222222222,-0.16690936300101544,0.5069444444444444,0.4027777777777778,0.547945205479452,0.3620689655172414,0.4810126582278481,0.3387096774193548,0.5480769230769231,0.7222222222222222,0.10504547239098197,0.375,0.3472222222222222,0.6111111111111112,0.48,0.39759036144578314,0.39344262295081966
3,0.7475633528265108,0.7125,5.263828577330016,0.38263888888888886,0.3298611111111111,0.7477313974591652,0.7473684210526316,0.5460704607046071,0.5132743362831859,0.4580152671755725,0.9097222222222222,-0.11942541436715218,0.5486111111111112,0.3611111111111111,0.5316455696202531,0.34615384615384615,0.5063291139240507,0.2903225806451613,0.5967741935483871,0.8611111111111112,0.18477379472583672,0.5138888888888888,0.3472222222222222,0.6216216216216216,0.56,0.5542168674698795,0.45901639344262296
4,0.7597864768683275,0.7805555555555556,6.205991250098343,0.41805555555555557,0.3625,0.760797342192691,0.7586206896551724,0.6056910569105691,0.5752212389380531,0.45901639344262296,0.8472222222222222,-0.12900093002884264,0.3888888888888889,0.4583333333333333,0.5357142857142857,0.3939393939393939,0.35443037974683544,0.41935483870967744,0.5555555555555556,0.8125,0.13023041660477655,0.3819444444444444,0.4305555555555556,0.6545454545454545,0.46774193548387094,0.43373493975903615,0.47540983606557374
5,0.7936096718480138,0.8041666666666667,6.45233338213482,0.42083333333333334,0.38333333333333336,0.8052805280528053,0.7807971014492754,0.6476964769647696,0.6253687315634219,0.5271317829457365,0.8958333333333334,-0.028329124641285064,0.5208333333333334,0.375,0.5866666666666667,0.4444444444444444,0.5316455696202531,0.3870967741935484,0.5321100917431193,0.7569444444444444,0.06931780205023687,0.4166666666666667,0.3402777777777778,0.6166666666666667,0.42857142857142855,0.4457831325301205,0.3442622950819672
6,0.8176567656765676,0.8416666666666667,7.336994389241628,0.45555555555555555,0.3861111111111111,0.8170731707317073,0.8183453237410072,0.7100271002710027,0.6592920353982301,0.5522388059701493,0.9305555555555556,-0.06081078036046041,0.5,0.4305555555555556,0.6111111111111112,0.4838709677419355,0.5189873417721519,0.4838709677419355,0.5625,0.8888888888888888,0.2183921037616073,0.4305555555555556,0.4583333333333333,0.6612903225806451,0.4696969696969697,0.4939759036144578,0.5081967213114754
7,0.8016528925619835,0.8402777777777778,7.451673430378876,0.43472222222222223,0.40555555555555556,0.8146964856230032,0.7876712328767124,0.6747967479674797,0.6666666666666666,0.5793650793650794,0.875,0.025273402475613257,0.5138888888888888,0.3611111111111111,0.6351351351351351,0.5,0.5569620253164557,0.41935483870967744,0.603448275862069,0.8055555555555556,0.16453556957438803,0.4444444444444444,0.3611111111111111,0.703125,0.4807692307692308,0.5421686746987951,0.4098360655737705
8,0.8214578214578214,0.8479166666666667,7.5795224846364535,0.4479166666666667,0.4,0.8248062015503876,0.8177083333333334,0.7073170731707317,0.6828908554572272,0.524822695035461,0.9791666666666666,-0.14573662583659125,0.5555555555555556,0.4236111111111111,0.5875,0.4426229508196721,0.5569620253164557,0.43548387096774194,0.5522388059701493,0.9305555555555556,0.16129624954624722,0.4513888888888889,0.4791666666666667,0.6461538461538462,0.463768115942029,0.5060240963855421,0.5245901639344263
9,0.8373397435897436,0.8666666666666667,7.944747425048276,0.44583333333333336,0.42083333333333334,0.8535825545171339,0.8201320132013201,0.7276422764227642,0.7212389380530974,0.5294117647058824,0.9444444444444444,-0.11359099556819671,0.6111111111111112,0.3333333333333333,0.5681818181818182,0.4583333333333333,0.5949367088607594,0.3548387096774194,0.6287878787878788,0.9166666666666666,0.28122231571711825,0.4861111111111111,0.4305555555555556,0.7,0.5483870967741935,0.5903614457831325,0.5573770491803278
