Iteration,trainAccuracy,trainCoverage,trainReward,trainLong%,trainShort%,trainLongAcc,trainShortAcc,trainLongPrec,trainShortPrec,validationAccuracy,validationCoverage,validationReward,validationLong%,validationShort%,validationLongAcc,validationShortAcc,validLongPrec,validShortPrec,testAccuracy,testCoverage,testReward,testLong%,testShort%,testLongAcc,testShortAcc,testLongPrec,testShortPrec
0,0.5280095351609059,0.5826388888888889,-0.028301199919578593,0.36944444444444446,0.21319444444444444,0.5714285714285714,0.4527687296416938,0.37752525252525254,0.20985691573926868,0.5263157894736842,0.2638888888888889,0.04123955985495334,0.2638888888888889,0.0,0.5263157894736842,0,0.273972602739726,0.0,0.5,0.2222222222222222,0.037328622764994206,0.2222222222222222,0.0,0.5,0,0.22535211267605634,0.0
1,0.5428571428571428,0.5833333333333334,0.32439666296949327,0.3819444444444444,0.2013888888888889,0.5818181818181818,0.4689655172413793,0.39015151515151514,0.21621621621621623,0.48905109489051096,0.9513888888888888,-0.05881589488722644,0.0,0.9513888888888888,0,0.48905109489051096,0.0,0.9411764705882353,0.5069444444444444,1.0,-0.0438466240497662,0.0,1.0,0,0.5069444444444444,0.0,1.0
2,0.4878993223620523,0.7173611111111111,-0.13214969149870365,0.36944444444444446,0.34791666666666665,0.543233082706767,0.4291417165668663,0.35353535353535354,0.33068362480127184,0.5421686746987951,0.5763888888888888,-0.017192894074028537,0.034722222222222224,0.5416666666666666,0.4,0.5512820512820513,0.0273972602739726,0.6029411764705882,0.4935064935064935,0.5347222222222222,-0.07215082744450102,0.0,0.5347222222222222,0,0.4935064935064935,0.0,0.5277777777777778
3,0.5126646403242148,0.6854166666666667,0.7774786918707625,0.3701388888888889,0.31527777777777777,0.5703564727954972,0.44493392070484583,0.37373737373737376,0.314785373608903,0.4423076923076923,0.3611111111111111,-0.05992040032231677,0.3402777777777778,0.020833333333333332,0.46938775510204084,0.0,0.2876712328767123,0.0,0.6170212765957447,0.3263888888888889,0.03278264296870433,0.3194444444444444,0.006944444444444444,0.6086956521739131,1.0,0.39436619718309857,0.013888888888888888
4,0.5482180293501048,0.6625,0.8425513576940098,0.40625,0.25625,0.6068376068376068,0.45528455284552843,0.4457070707070707,0.25119236883942764,0.574468085106383,0.3263888888888889,0.04606653495937198,0.10416666666666667,0.2222222222222222,0.6,0.5625,0.1232876712328767,0.25,0.7272727272727273,0.0763888888888889,0.02780925330881802,0.020833333333333332,0.05555555555555555,0.6666666666666666,0.75,0.028169014084507043,0.08333333333333333
5,0.5431578947368421,0.6597222222222222,0.8879689719214782,0.3840277777777778,0.27569444444444446,0.5840867992766727,0.48614609571788414,0.4065656565656566,0.2972972972972973,0.5220588235294118,0.9444444444444444,0.06682578712387907,0.14583333333333334,0.7986111111111112,0.5238095238095238,0.5217391304347826,0.1506849315068493,0.8382352941176471,0.5070422535211268,0.9861111111111112,-0.028611689450313966,0.11805555555555555,0.8680555555555556,0.47058823529411764,0.512,0.11267605633802817,0.875
6,0.5560747663551402,0.7430555555555556,1.529322755633618,0.39305555555555555,0.35,0.6113074204946997,0.49404761904761907,0.4292929292929293,0.38950715421303655,0.5658914728682171,0.8958333333333334,0.10840393136870084,0.2916666666666667,0.6041666666666666,0.5952380952380952,0.5517241379310345,0.3424657534246575,0.6617647058823529,0.5107913669064749,0.9652777777777778,-0.031059889619702685,0.2916666666666667,0.6736111111111112,0.5,0.5154639175257731,0.29577464788732394,0.6805555555555556
7,0.5335820895522388,0.7444444444444445,1.284669464634908,0.38472222222222224,0.3597222222222222,0.5902527075812274,0.47297297297297297,0.40404040404040403,0.3751987281399046,0.5352112676056338,0.9861111111111112,0.07385503585168104,0.9444444444444444,0.041666666666666664,0.5367647058823529,0.5,0.958904109589041,0.04411764705882353,0.5069444444444444,1.0,0.05213162819226826,0.9930555555555556,0.006944444444444444,0.5034965034965035,1.0,1.0,0.013888888888888888
8,0.5796676441837733,0.7104166666666667,1.657374961417895,0.42777777777777776,0.2826388888888889,0.6168831168831169,0.5233415233415234,0.47474747474747475,0.3275039745627981,0.5287356321839081,0.6041666666666666,0.029637503621888318,0.0763888888888889,0.5277777777777778,0.36363636363636365,0.5526315789473685,0.0547945205479452,0.5882352941176471,0.5316455696202531,0.5486111111111112,-0.006774336470265863,0.027777777777777776,0.5208333333333334,0.5,0.5333333333333333,0.028169014084507043,0.5416666666666666
9,0.5510406342913776,0.7006944444444444,1.6978886816777363,0.3625,0.33819444444444446,0.6264367816091954,0.4702258726899384,0.4053030303030303,0.356120826709062,0.5746268656716418,0.9305555555555556,0.17655834439026158,0.4513888888888889,0.4791666666666667,0.5692307692307692,0.5797101449275363,0.5068493150684932,0.5588235294117647,0.5373134328358209,0.9305555555555556,0.06058743141554265,0.4930555555555556,0.4375,0.5211267605633803,0.5555555555555556,0.5211267605633803,0.4722222222222222
10,0.562685093780849,0.7034722222222223,1.8039271912784376,0.3951388888888889,0.30833333333333335,0.6080843585237259,0.5045045045045045,0.42803030303030304,0.3465818759936407,0.5725806451612904,0.8611111111111112,0.16234036851208578,0.3680555555555556,0.4930555555555556,0.5849056603773585,0.5633802816901409,0.4246575342465753,0.5588235294117647,0.5689655172413793,0.8055555555555556,0.054311531943002776,0.3472222222222222,0.4583333333333333,0.58,0.5606060606060606,0.4084507042253521,0.5
11,0.5737538148524923,0.6826388888888889,1.7856561664542954,0.39791666666666664,0.2847222222222222,0.6212914485165794,0.5073170731707317,0.44191919191919193,0.32432432432432434,0.5483870967741935,0.4305555555555556,0.0813103809523458,0.3680555555555556,0.0625,0.5471698113207547,0.5555555555555556,0.3972602739726027,0.07352941176470588,0.603448275862069,0.4027777777777778,0.0647259425766892,0.3819444444444444,0.020833333333333332,0.5818181818181818,1.0,0.4507042253521127,0.041666666666666664
12,0.5672766415500539,0.6451388888888889,1.9148263034568276,0.3819444444444444,0.26319444444444445,0.6090909090909091,0.5065963060686016,0.4154040404040404,0.29411764705882354,0.525,0.5555555555555556,0.09815051257284214,0.2708333333333333,0.2847222222222222,0.5384615384615384,0.5121951219512195,0.2876712328767123,0.29411764705882354,0.49295774647887325,0.4930555555555556,-0.003358773259901255,0.3333333333333333,0.1597222222222222,0.5208333333333334,0.43478260869565216,0.352112676056338,0.125
13,0.5827263267429761,0.6673611111111111,1.9613097028666724,0.3840277777777778,0.2833333333333333,0.6220614828209765,0.5294117647058824,0.42803030303030304,0.33068362480127184,0.5294117647058824,0.3541666666666667,0.09436952091716959,0.2569444444444444,0.09722222222222222,0.5675675675675675,0.42857142857142855,0.2876712328767123,0.08823529411764706,0.5319148936170213,0.3263888888888889,0.012675900848513787,0.3055555555555556,0.020833333333333332,0.5454545454545454,0.3333333333333333,0.3380281690140845,0.013888888888888888
14,0.5908618899273105,0.66875,2.2513550331846583,0.3902777777777778,0.27847222222222223,0.6476868327402135,0.5112219451371571,0.45075757575757575,0.3179650238473768,0.4925373134328358,0.4652777777777778,0.051015283898321134,0.3680555555555556,0.09722222222222222,0.5094339622641509,0.42857142857142855,0.3698630136986301,0.08823529411764706,0.5692307692307692,0.4513888888888889,0.04608963735713396,0.4236111111111111,0.027777777777777776,0.5737704918032787,0.5,0.49295774647887325,0.027777777777777776
15,0.5699693564862104,0.6798611111111111,1.8629148272419112,0.4097222222222222,0.2701388888888889,0.611864406779661,0.506426735218509,0.44696969696969696,0.3068362480127186,0.5050505050505051,0.6875,0.085988733442396,0.3125,0.375,0.4666666666666667,0.5370370370370371,0.2876712328767123,0.4117647058823529,0.5670103092783505,0.6736111111111112,0.019850490968469196,0.3333333333333333,0.3402777777777778,0.5833333333333334,0.5510204081632653,0.39436619718309857,0.3611111111111111
16,0.5773305084745762,0.6555555555555556,1.9678963978447426,0.3645833333333333,0.29097222222222224,0.6171428571428571,0.5274463007159904,0.40404040404040403,0.3386327503974563,0.5428571428571428,0.9722222222222222,0.08819676770667402,0.9375,0.034722222222222224,0.5407407407407407,0.6,0.958904109589041,0.04411764705882353,0.5069444444444444,1.0,0.05213162819226826,0.9930555555555556,0.006944444444444444,0.5034965034965035,1.0,1.0,0.013888888888888888
